Number of bedrooms,Number of bathrooms,Living area,Lot area,Average Room Size,Floor Area Ratio,Number of floors,Waterfront present,Average views number,Condition of the house,Built Year,House Age,Renovation Year,Was Renovated,Postal Code,Number of schools nearby,Distance from the airport,Price
3,3,1750,3354,583,0.52,2.0,0,0,4,1991,32,1991,No,122010,2,66,595000
2,2,1870,4950,935,0.38,1.0,0,0,3,2006,17,2006,No,122045,2,76,559950
6,3,2820,15600,470,0.18,1.5,0,2,5,1940,83,1940,No,122031,3,62,543200
4,2,1840,9600,460,0.19,1.0,0,0,3,1967,56,1967,No,122005,1,78,538000
4,3,2550,4630,637,0.55,2.0,0,0,3,2005,18,2005,No,122020,1,69,537500
3,1,1670,4080,556,0.41,1.0,0,0,3,1967,56,1967,No,122006,1,62,533000
3,2,1980,6760,660,0.29,1.0,0,0,4,1973,50,1973,No,122029,2,77,530000
4,3,2280,2850,570,0.8,1.5,0,0,4,1930,93,1930,No,122006,2,50,530000
2,1,1060,4960,530,0.21,1.0,0,0,3,1926,97,1926,No,122028,3,57,515000
3,3,2310,6250,770,0.37,2.0,0,0,3,2011,12,2011,No,122058,3,58,494000
5,3,2440,20828,488,0.12,1.5,0,0,4,1975,48,1975,No,122035,2,50,489990
2,2,1020,1060,510,0.96,3.0,0,0,3,2008,15,2008,No,122028,2,69,441750
2,1,980,1179,490,0.83,2.0,0,0,3,2010,13,2010,No,122003,3,77,438000
3,2,1310,9282,436,0.14,1.0,0,0,4,1976,47,1976,No,122005,3,68,437000
3,2,1460,7700,486,0.19,1.0,0,0,3,1979,44,1979,No,122005,1,63,424500
3,3,1540,3200,513,0.48,3.0,0,0,3,2008,15,2008,No,122028,1,53,413450
2,1,1020,8155,510,0.13,1.0,0,0,4,1948,75,1948,No,122050,3,69,405000
3,3,2090,8354,696,0.25,2.0,0,0,3,2012,11,2012,No,122055,1,60,403000
3,3,1960,8000,653,0.24,1.0,0,0,4,1977,46,1977,No,122033,1,66,402000
3,2,1890,9920,630,0.19,1.0,0,0,3,1944,79,1944,No,122022,1,75,385000
6,3,3206,5793,534,0.55,2.0,0,0,3,2012,11,2012,No,122066,3,77,375000
2,2,960,1808,480,0.53,2.0,0,0,3,1993,30,1993,No,122044,2,68,358000
4,2,2250,13515,562,0.17,1.0,0,0,4,1940,83,1940,No,122065,1,58,350000
3,2,1590,9620,530,0.17,1.0,0,0,3,1988,35,1988,No,122015,2,66,349000
4,3,2460,7350,615,0.33,2.0,0,0,3,1989,34,1989,No,122018,2,76,347500
4,3,2320,6270,580,0.37,2.0,0,0,3,2004,19,2004,No,122035,2,51,325900
2,2,860,1277,430,0.67,2.0,0,0,3,2007,16,2007,No,122054,2,52,321950
3,2,1240,10800,413,0.11,1.0,0,0,3,1967,56,2010,Yes,122046,2,74,297950
3,3,1920,7229,640,0.27,2.0,0,0,3,1993,30,1993,No,122040,1,64,295000
4,3,1810,6509,452,0.28,2.0,0,0,3,1994,29,1994,No,122035,1,59,270000
3,3,1940,8547,646,0.23,1.0,0,0,3,1989,34,1989,No,122065,2,52,266000
4,3,2020,6236,505,0.32,2.0,0,0,3,2002,21,2002,No,122039,1,78,262000
4,2,2130,8800,532,0.24,1.0,0,0,3,1962,61,1962,No,122066,3,63,260000
4,2,1730,8320,432,0.21,1.0,0,0,3,1977,46,1977,No,122018,2,53,258000
3,2,1390,7399,463,0.19,1.0,0,0,4,1975,48,1975,No,122067,1,71,246000
3,2,1260,7964,420,0.16,1.0,0,0,4,1955,68,1955,No,122060,3,70,245000
2,1,1270,3008,635,0.42,1.0,0,0,4,1923,100,1923,No,122051,1,72,235000
3,2,950,6000,316,0.16,1.0,0,0,3,1939,84,1939,No,122059,1,51,230000
3,1,1390,16000,463,0.09,1.0,0,0,4,1960,63,1960,No,122039,3,55,230000
3,3,1190,3000,396,0.4,2.0,0,0,3,2002,21,2002,No,122063,1,61,229000
4,2,2000,6120,500,0.33,1.0,0,0,3,1965,58,1965,No,122063,2,77,228000
4,1,2100,9200,525,0.23,1.0,0,0,3,1959,64,1959,No,122056,1,78,211000
3,1,1490,8995,496,0.17,1.0,0,0,4,1954,69,1954,No,122056,3,54,207000
2,1,720,5040,360,0.14,1.0,0,0,3,1955,68,1955,No,122034,1,60,205000
2,2,980,5000,490,0.2,2.0,0,0,3,1922,101,2003,Yes,122041,1,70,134000
2,1,520,22334,260,0.02,1.0,0,0,2,1951,72,1951,No,122056,2,69,82500
4,3,3720,9450,930,0.39,1.0,0,4,5,1962,61,1962,No,122027,3,75,1370000
4,3,3750,11025,937,0.34,2.0,0,0,3,1976,47,1976,No,122019,2,57,920000
4,4,3810,13592,952,0.28,1.0,0,1,3,2013,10,2013,No,122053,1,78,839900
4,3,3780,10308,945,0.37,2.0,0,0,3,1999,24,1999,No,122020,2,52,833000
4,3,2830,20345,707,0.14,2.0,0,0,3,1979,44,1979,No,122048,2,80,782000
4,4,2730,3047,682,0.9,2.0,0,0,3,2006,17,2006,No,122009,2,70,769900
4,3,2790,10819,697,0.26,2.0,0,0,3,1996,27,1996,No,122012,2,61,765000
4,3,3100,3773,775,0.82,2.0,0,0,3,1919,104,1996,Yes,122044,3,79,742500
4,3,2260,7753,565,0.29,2.0,0,0,3,1989,34,1989,No,122011,2,72,604000
4,3,2660,4000,665,0.67,2.0,0,0,3,2001,22,2001,No,122045,3,66,583000
4,3,2840,6268,710,0.45,2.0,0,0,3,1998,25,1998,No,122058,1,74,580000
3,3,1660,10140,553,0.16,1.0,0,0,4,1980,43,1980,No,122005,2,64,566000
4,3,2470,7447,617,0.33,2.0,0,0,3,1984,39,1984,No,122014,2,50,565000
4,3,2840,4500,710,0.63,2.0,0,0,3,2012,11,2012,No,122058,2,78,557000
4,3,2330,14289,582,0.16,2.0,0,0,4,1978,45,1978,No,122030,3,57,542500
4,2,2000,4000,500,0.5,1.5,0,0,5,1926,97,1926,No,122064,3,50,536500
3,2,1300,5413,433,0.24,1.5,0,0,3,1925,98,1992,Yes,122006,1,74,536000
3,3,2030,6970,676,0.29,2.0,0,0,4,1991,32,1991,No,122011,1,72,525000
3,2,1400,7293,466,0.19,1.0,0,0,4,1963,60,1963,No,122029,1,54,511555
3,3,2100,5824,700,0.36,2.0,0,2,3,1999,24,1999,No,122008,1,67,505000
3,2,1750,11340,583,0.15,1.0,0,1,4,1987,36,1987,No,122019,3,76,491300
2,1,1840,3300,920,0.56,1.5,0,0,4,1910,113,1910,No,122026,1,53,490000
3,2,1410,4800,470,0.29,1.0,0,0,3,1940,83,1940,No,122007,2,51,481450
4,3,1930,9653,482,0.2,1.0,0,0,4,1968,55,1968,No,122018,1,51,465000
2,1,1150,4400,575,0.26,1.0,0,0,4,1905,118,1905,No,122047,1,64,463000
4,2,1750,5500,437,0.32,1.5,0,0,5,1926,97,1926,No,122007,1,58,460000
4,2,1650,6000,412,0.28,1.0,0,0,5,1959,64,1959,No,122054,1,65,445000
2,2,1150,6634,575,0.17,1.0,0,0,3,1940,83,1940,No,122006,3,67,445000
4,3,2170,10500,542,0.21,1.0,0,2,4,1960,63,1960,No,122031,3,60,431000
4,3,2600,11951,650,0.22,2.0,0,0,3,1988,35,1988,No,122018,3,71,402500
3,3,1445,1606,481,0.9,2.0,0,0,3,2003,20,2003,No,122012,3,53,387000
3,2,1340,1384,446,0.97,3.0,0,0,3,2008,15,2008,No,122028,3,74,376000
3,3,1640,11050,546,0.15,1.0,0,0,4,1972,51,1972,No,122015,2,58,352000
4,3,1940,3784,485,0.51,2.0,0,0,3,2003,20,2003,No,122046,2,71,330000
3,3,1352,1694,450,0.8,3.0,0,0,3,2007,16,2007,No,122022,2,68,325000
4,3,1970,7213,492,0.27,1.0,0,0,3,1977,46,1977,No,122046,3,67,323000
4,3,2310,7490,577,0.31,2.0,0,0,3,1980,43,1980,No,122042,1,55,320000
5,2,2320,8100,464,0.29,1.0,0,0,4,1956,67,1956,No,122031,3,75,315000
4,3,1930,7452,482,0.26,1.0,0,0,3,1984,39,1984,No,122067,3,75,312000
4,3,2130,8078,532,0.26,1.0,0,0,4,1977,46,1977,No,122042,2,72,311100
3,2,1060,10464,353,0.1,1.0,0,0,4,1973,50,1973,No,122033,2,54,303500
4,3,2000,13300,500,0.15,1.0,0,0,4,1968,55,1968,No,122039,3,57,290000
3,2,1390,8700,463,0.16,1.0,0,3,4,1912,111,1912,No,122042,2,63,280950
4,2,2190,14439,547,0.15,1.0,0,0,4,1977,46,1977,No,122039,2,65,280000
3,2,1500,6337,500,0.24,1.0,0,0,5,1953,70,1953,No,122022,2,50,270000
3,2,1690,9583,563,0.18,1.0,0,0,4,1969,54,1969,No,122015,1,50,270000
3,2,1920,8075,640,0.24,1.0,0,0,4,1969,54,1969,No,122018,1,62,260000
3,3,1420,14850,473,0.1,1.0,0,0,4,1963,60,1963,No,122066,3,77,260000
2,1,810,7980,405,0.1,1.0,0,0,1,1928,95,1928,No,122052,2,64,255000
3,3,1850,4597,616,0.4,2.0,0,0,3,2003,20,2003,No,122035,3,78,254000
3,1,1030,6127,343,0.17,1.0,0,0,3,1947,76,1947,No,122022,1,76,252500
3,2,1220,7250,406,0.17,1.0,0,0,3,1962,61,1962,No,122025,3,58,251000
4,3,2163,5883,540,0.37,2.0,0,0,3,2006,17,2006,No,122039,3,68,248000
3,1,1360,9948,453,0.14,1.0,0,0,3,1977,46,1977,No,122062,2,74,234950
3,3,2000,9202,666,0.22,2.0,0,0,4,1992,31,1992,No,122024,1,72,225000
4,1,1430,8355,357,0.17,1.5,0,0,4,1983,40,1983,No,122023,1,71,224500
2,2,1020,1525,510,0.67,2.0,0,0,3,2004,19,2004,No,122038,3,70,212000
3,1,1160,8320,386,0.14,1.0,0,0,4,1959,64,1959,No,122066,1,71,201500
2,1,720,18000,360,0.04,1.0,0,0,3,1950,73,1950,No,122063,1,56,195000
4,2,2520,6000,630,0.42,1.0,0,0,3,1921,102,2007,Yes,122028,2,75,875000
5,3,3060,7015,612,0.44,1.0,0,0,5,1979,44,1979,No,122052,1,70,549900
3,3,2130,6969,710,0.31,2.0,0,0,3,2003,20,2003,No,122024,2,55,320000
4,1,1940,9533,485,0.2,1.0,0,0,3,1962,61,1962,No,122067,2,63,265000
4,3,2160,5298,540,0.41,2.5,0,0,4,1902,121,1902,No,122044,1,67,842500
5,3,3650,20150,730,0.18,1.0,0,0,4,1975,48,1975,No,122048,2,53,1580000
5,2,3380,20021,676,0.17,1.0,0,0,4,1963,60,1963,No,122048,3,59,1350000
4,4,3460,3997,865,0.87,2.0,0,0,3,2004,19,2004,No,122028,1,74,1320000
4,4,2330,9687,582,0.24,2.0,0,3,3,1918,105,1918,No,122047,1,74,1300000
4,4,3490,9170,872,0.38,2.0,0,0,3,2012,11,2012,No,122048,1,58,1260000
4,3,3070,16028,767,0.19,1.0,0,3,3,1976,47,1976,No,122057,3,62,1230000
3,2,1560,8078,520,0.19,1.5,1,4,4,1928,95,1928,No,122057,2,52,1200000
3,3,3720,11610,1240,0.32,2.0,0,0,3,1982,41,1982,No,122019,2,74,1080000
4,4,3280,11000,820,0.3,2.0,0,0,3,2008,15,2008,No,122010,2,64,1050000
4,4,3270,5187,817,0.63,2.0,0,0,3,2014,9,2014,No,122005,2,72,1030000
4,3,3290,12329,822,0.27,1.5,0,0,4,1968,55,1968,No,122057,2,80,947500
3,3,2980,27144,993,0.11,1.5,1,2,5,1917,106,1917,No,122031,1,73,947500
4,3,3300,12090,825,0.27,2.0,0,0,3,1953,70,1953,No,122048,1,55,927000
3,2,2700,6120,900,0.44,1.0,0,0,4,1962,61,1962,No,122006,2,65,910000
4,3,2830,5000,707,0.57,2.0,0,0,3,1995,28,1995,No,122004,3,67,885000
3,4,2170,12508,723,0.17,1.5,0,0,5,1928,95,1970,Yes,122057,2,68,876650
4,3,2350,3150,587,0.75,1.5,0,0,4,1910,113,1910,No,122028,2,77,870300
4,2,2350,11914,587,0.2,1.0,0,0,4,1961,62,1961,No,122057,3,50,850000
4,3,2600,2750,650,0.95,1.5,0,0,3,1936,87,1936,No,122003,3,68,840000
5,5,4630,6324,926,0.73,2.0,0,0,3,2006,17,2006,No,122008,3,77,809000
4,4,3680,5759,920,0.64,2.0,0,0,3,2003,20,2003,No,122012,3,72,788000
3,2,1720,5000,573,0.34,1.0,0,0,3,1954,69,2014,Yes,122044,3,78,770000
4,3,3110,6142,777,0.51,2.0,0,0,3,2004,19,2004,No,122005,2,76,751000
4,3,2980,4930,745,0.6,2.0,0,0,3,2000,23,2000,No,122027,2,58,750000
3,3,2620,8950,873,0.29,2.0,0,0,3,1992,31,1992,No,122027,2,66,746000
4,3,2760,5000,690,0.55,1.5,0,0,5,1928,95,1928,No,122026,3,64,734200
4,3,2670,13463,667,0.2,2.0,0,0,4,1989,34,1989,No,122011,1,62,690000
4,3,2400,3340,600,0.72,1.0,0,0,4,1964,59,1964,No,122026,3,58,675000
4,3,2550,10000,637,0.26,1.0,0,0,3,1964,59,1964,No,122030,3,57,660000
4,3,3040,6887,760,0.44,2.0,0,0,3,1999,24,1999,No,122019,3,52,647000
4,2,1770,4166,442,0.42,2.0,0,0,5,1911,112,1981,Yes,122032,2,55,630000
3,2,1620,6630,540,0.24,1.0,0,0,3,1954,69,1954,No,122007,3,55,620000
2,2,2040,4480,1020,0.46,1.5,1,3,4,1919,104,1990,Yes,122069,1,64,615000
4,3,2110,5000,527,0.42,1.5,0,2,4,1930,93,1930,No,122016,1,80,610000
4,2,2120,4650,530,0.46,1.0,0,1,3,1951,72,1951,No,122007,2,70,582000
4,3,1800,8623,450,0.21,1.0,0,0,4,1980,43,1980,No,122010,1,65,522000
4,2,1940,4800,485,0.4,1.0,0,0,5,1922,101,1922,No,122044,1,79,505000
4,3,2780,6369,695,0.44,1.0,0,0,3,1978,45,1978,No,122033,3,78,505000
2,3,1290,1334,645,0.97,3.0,0,0,3,2007,16,2007,No,122026,1,53,500000
3,1,980,6380,326,0.15,1.0,0,0,3,1941,82,1941,No,122006,2,50,499950
2,3,1230,1391,615,0.88,2.0,0,0,3,2004,19,2004,No,122047,2,55,490000
3,2,2020,11358,673,0.18,1.0,0,0,4,1956,67,1956,No,122010,2,62,465000
3,3,2010,2287,670,0.88,2.0,0,0,3,2014,9,2014,No,122011,1,59,453246
3,2,1770,17208,590,0.1,1.0,0,0,3,1959,64,1959,No,122027,3,50,450000
3,3,2200,16921,733,0.13,2.0,0,0,3,1987,36,1987,No,122024,3,75,410000
4,3,2160,6223,540,0.35,2.0,0,0,3,2010,13,2010,No,122024,1,53,383000
5,3,2480,10090,496,0.25,1.0,0,0,3,2004,19,2004,No,122063,1,69,372500
3,1,1280,9898,426,0.13,1.0,0,0,3,1968,55,1968,No,122021,2,54,368000
4,2,1730,5500,432,0.31,1.0,0,0,5,1943,80,1943,No,122034,2,58,360000
4,3,2380,7066,595,0.34,2.0,0,0,4,1997,26,1997,No,122067,1,54,357000
2,1,910,4500,455,0.2,1.5,0,0,4,1906,117,1906,No,122051,1,67,350000
3,2,1720,7119,573,0.24,1.5,0,0,4,1952,71,1952,No,122014,1,80,341000
3,1,1080,8100,360,0.13,1.0,0,0,4,1955,68,1955,No,122014,2,61,339000
3,3,1940,4927,646,0.39,2.0,0,0,3,2004,19,2004,No,122046,2,68,335000
5,3,2100,4548,420,0.46,1.0,0,0,3,2013,10,2013,No,122056,2,61,330000
3,2,1440,8040,480,0.18,1.0,0,0,3,1951,72,1951,No,122022,3,63,315275
5,3,2180,7813,436,0.28,2.0,0,0,3,1986,37,1986,No,122024,2,54,302000
2,2,830,1333,415,0.62,2.0,0,0,3,2005,18,2005,No,122016,2,52,301500
2,2,1360,8100,680,0.17,1.0,0,0,3,1975,48,1975,No,122050,3,72,300000
3,1,1830,8209,610,0.22,1.0,0,0,3,1942,81,1942,No,122058,3,75,270000
2,1,1290,2828,645,0.46,2.0,0,0,3,2008,15,2008,No,122045,1,71,265000
2,1,1220,2500,610,0.49,1.0,0,0,3,1910,113,1910,No,122064,3,64,255000
1,1,810,2451,810,0.33,1.0,0,0,5,1941,82,1941,No,122064,1,55,235000
3,1,990,8012,330,0.12,1.0,0,0,4,1966,57,1966,No,122046,3,79,225000
3,2,1350,7620,450,0.18,1.0,0,0,5,1941,82,1941,No,122031,1,75,211000
3,3,1040,2643,346,0.39,2.0,0,0,3,2004,19,2004,No,122051,1,64,210000
3,1,1460,9750,486,0.15,1.0,0,0,4,1969,54,1969,No,122035,3,80,201000
2,1,700,10540,350,0.07,1.0,0,0,3,1953,70,1953,No,122031,3,63,192000
3,2,1370,8470,456,0.16,1.0,0,0,4,1961,62,1961,No,122023,2,73,185000
3,1,970,8580,323,0.11,1.0,0,0,3,1959,64,1959,No,122040,3,78,156000
5,4,3370,17458,674,0.19,1.0,0,2,5,1982,41,1982,No,122057,2,77,1550000
5,5,3530,7924,706,0.45,2.0,0,0,3,2001,22,2001,No,122057,3,59,1400000
4,2,2740,4000,685,0.69,2.0,0,0,5,1905,118,1905,No,122061,3,60,1110000
4,4,4400,8400,1100,0.52,2.0,0,0,3,2003,20,2003,No,122020,2,71,1050000
4,3,3490,7494,872,0.47,2.0,0,3,3,2000,23,2000,No,122027,2,67,975000
4,3,3520,6773,880,0.52,2.5,0,0,3,2006,17,2006,No,122016,3,67,870000
4,3,3560,11119,890,0.32,1.0,0,2,3,1986,37,1986,No,122048,3,52,860000
5,3,3150,7119,630,0.44,2.0,0,0,3,2013,10,2013,No,122005,1,52,819900
3,2,2340,10495,780,0.22,1.0,0,0,4,1967,56,1967,No,122057,1,79,780000
3,3,1780,6120,593,0.29,1.5,0,0,4,1927,96,1927,No,122044,2,58,771000
3,4,3190,5283,1063,0.6,2.0,0,0,3,2007,16,2007,No,122011,1,52,757000
3,2,1310,3880,436,0.34,1.0,0,0,3,1956,67,1956,No,122007,3,60,717000
3,3,2030,8398,676,0.24,2.0,0,0,4,1975,48,1975,No,122029,1,64,700000
4,3,3000,5548,750,0.54,2.0,0,0,3,2006,17,2006,No,122015,3,65,675000
5,3,3410,9600,682,0.36,1.0,0,0,4,1968,55,1968,No,122005,2,62,675000
3,2,1940,5820,646,0.33,1.5,0,0,5,1944,79,1944,No,122026,1,60,665000
4,4,3400,5196,850,0.65,2.0,0,0,3,2012,11,2012,No,122008,2,56,660000
4,3,2740,7140,685,0.38,2.0,0,0,3,1993,30,1993,No,122019,1,74,651000
4,3,2210,4861,552,0.45,2.0,0,0,3,2013,10,2013,No,122007,2,62,650000
3,3,1740,13750,580,0.13,2.0,0,0,4,1975,48,1975,No,122029,3,63,645000
4,2,1950,13320,487,0.15,1.0,0,0,4,1969,54,1969,No,122030,3,60,635000
4,2,2260,6000,565,0.38,1.0,0,0,3,1958,65,1958,No,122006,1,60,628000
3,4,1810,1846,603,0.98,2.0,0,0,4,2009,14,2009,No,122044,1,76,625000
3,1,1710,4050,570,0.42,1.5,0,0,3,1909,114,1909,No,122028,3,64,620000
3,2,1680,2400,560,0.7,1.0,0,0,5,1922,101,1922,No,122044,1,50,591000
4,2,2090,8164,522,0.26,1.0,0,0,4,1963,60,1963,No,122005,2,66,581000
5,2,2290,7125,458,0.32,1.0,0,0,3,1964,59,1964,No,122029,3,61,580000
3,2,1580,11750,526,0.13,1.0,0,0,4,1951,72,1951,No,122051,3,62,575000
3,2,1530,5401,510,0.28,1.0,0,0,4,1937,86,1937,No,122006,1,54,570000
3,1,1440,5000,480,0.29,2.0,0,0,3,1910,113,1910,No,122028,1,60,560000
4,2,2250,7500,562,0.3,1.0,0,0,5,1956,67,1956,No,122049,3,73,550000
7,4,3440,8100,491,0.42,2.0,0,0,3,1970,53,1970,No,122028,1,62,550000
2,2,1680,4950,840,0.34,1.0,0,0,3,2006,17,2006,No,122045,2,72,530000
3,2,1690,8190,563,0.21,1.0,0,0,4,1958,65,1958,No,122049,3,62,530000
5,3,2450,4591,490,0.53,2.0,0,0,3,1994,29,1994,No,122007,1,52,525000
3,4,2876,5086,958,0.57,2.0,0,0,3,2007,16,2007,No,122021,1,70,525000
3,2,1240,7735,413,0.16,1.0,0,0,4,1957,66,1957,No,122029,1,54,523000
4,3,2790,5602,697,0.5,2.0,0,0,3,2009,14,2009,No,122015,1,69,505000
4,3,2040,5616,510,0.36,2.0,0,0,3,2012,11,2012,No,122058,2,72,502000
4,3,3740,8700,935,0.43,1.0,0,0,3,2004,19,2004,No,122046,1,68,475000
3,2,1270,5112,423,0.25,1.0,0,0,3,1950,73,1950,No,122006,2,77,465000
5,3,3400,8970,680,0.38,1.0,0,0,4,1959,64,1959,No,122038,1,80,464000
3,3,2350,10450,783,0.22,1.0,0,0,3,1977,46,1977,No,122058,2,69,460000
4,3,3360,7685,840,0.44,2.0,0,0,3,2001,22,2001,No,122046,3,67,455000
3,2,1770,6610,590,0.27,1.0,0,0,4,1954,69,1954,No,122038,3,63,449500
4,3,2140,6355,535,0.34,2.0,0,0,3,2002,21,2002,No,122008,1,72,435000
3,2,1960,5000,653,0.39,1.0,0,0,5,1911,112,1911,No,122059,3,61,415000
4,1,1410,6000,352,0.23,1.0,0,0,3,1925,98,1925,No,122064,3,80,413000
4,2,2180,13529,545,0.16,1.0,0,0,3,1956,67,1956,No,122014,3,58,405000
3,2,1480,6600,493,0.22,1.0,0,2,3,1943,80,1943,No,122052,2,58,385000
3,1,1190,9486,396,0.13,1.0,0,0,4,1953,70,1953,No,122031,3,54,375000
5,3,3001,5710,600,0.53,2.0,0,0,3,2006,17,2006,No,122035,1,77,373000
3,2,1650,8254,550,0.2,1.0,0,0,5,1951,72,1951,No,122014,3,52,370000
3,3,1490,1709,496,0.87,3.0,0,0,3,2004,19,2004,No,122022,1,69,354901
3,3,2010,14298,670,0.14,2.0,0,0,3,1977,46,1977,No,122069,3,72,350000
3,2,1090,7200,363,0.15,1.0,0,0,3,1968,55,1968,No,122033,2,63,345000
3,3,1450,5008,483,0.29,1.0,0,0,3,2007,16,2007,No,122034,3,78,330000
3,2,1350,14200,450,0.1,1.0,0,0,3,1989,34,1989,No,122055,2,79,322500
3,1,1390,12823,463,0.11,1.0,0,0,4,1968,55,1968,No,122037,3,63,319000
3,1,1090,7315,363,0.15,1.0,0,0,5,1981,42,1981,No,122053,3,77,289000
3,3,1950,8251,650,0.24,2.0,0,0,3,1990,33,1990,No,122039,2,73,287600
3,3,1490,9600,496,0.16,1.0,0,0,4,1987,36,1987,No,122055,3,57,287000
3,1,1090,8640,363,0.13,1.0,0,0,4,1973,50,1973,No,122031,1,52,285000
4,2,2180,22870,545,0.1,1.0,0,0,4,1954,69,1975,Yes,122035,1,66,273000
4,3,2510,8165,627,0.31,1.0,0,0,4,1972,51,1972,No,122018,3,59,267345
5,2,2020,7902,404,0.26,1.0,0,0,3,1962,61,1962,No,122056,3,66,245000
2,1,650,5360,325,0.12,1.0,0,0,4,1931,92,1931,No,122038,1,52,230000
3,2,1250,7500,416,0.17,1.0,0,0,3,1967,56,1967,No,122065,2,72,225000
4,2,1950,12559,487,0.16,1.5,0,0,3,1939,84,1939,No,122070,1,51,225000
3,1,1040,6535,346,0.16,1.0,0,0,3,1947,76,1947,No,122056,2,62,225000
3,1,1660,7210,553,0.23,1.0,0,0,3,1963,60,1963,No,122039,2,51,225000
2,1,910,6232,455,0.15,1.0,0,0,3,1943,80,1943,No,122051,3,62,155000
2,1,790,2640,395,0.3,1.0,0,0,3,1973,50,1973,No,122033,3,76,90000
3,3,2550,7200,850,0.35,2.0,0,2,3,1981,42,2013,Yes,122054,2,77,1400000
4,4,4910,9444,1227,0.52,1.5,0,0,3,2007,16,2007,No,122019,2,52,1220000
4,2,2290,11137,572,0.21,1.0,0,0,4,1955,68,1955,No,122048,2,68,1060000
5,5,3810,8019,762,0.48,2.0,0,0,3,2008,15,2008,No,122019,1,53,966000
5,3,2510,9887,502,0.25,2.0,0,0,3,1972,51,1972,No,122057,3,69,955000
4,3,3320,7644,830,0.43,2.0,0,0,3,1995,28,1995,No,122027,3,54,950000
3,3,3100,20553,1033,0.15,1.0,0,0,3,1954,69,1954,No,122050,3,50,930000
4,3,2190,7350,547,0.3,2.5,0,0,5,1958,65,1958,No,122057,1,80,925000
3,3,2580,13096,860,0.2,2.0,0,0,3,1986,37,1986,No,122005,2,55,802000
3,1,1700,4400,566,0.39,1.5,0,0,4,1906,117,1906,No,122044,3,71,800000
3,3,2470,3600,823,0.69,2.0,0,0,3,2007,16,2007,No,122011,3,60,773000
4,3,3430,10157,857,0.34,2.0,0,0,3,2000,23,2000,No,122033,3,58,740000
4,3,2700,4004,675,0.67,2.0,0,0,3,2004,19,2004,No,122011,2,59,723000
4,3,2060,5649,515,0.36,1.0,0,0,5,1941,82,1941,No,122032,2,78,715000
4,4,3200,7081,800,0.45,2.0,0,0,3,2004,19,2004,No,122020,1,54,707000
3,2,2360,6750,786,0.35,2.0,0,0,5,1926,97,1926,No,122028,1,53,702500
3,2,1830,5120,610,0.36,1.5,0,2,5,1903,120,1903,No,122044,2,61,682000
4,3,1680,11180,420,0.15,1.0,0,0,4,1966,57,1966,No,122005,2,72,625000
5,3,2540,3832,508,0.66,2.0,0,0,5,1929,94,1929,No,122007,3,54,620000
5,2,2220,6000,444,0.37,1.5,0,0,3,1923,100,1923,No,122032,3,78,607500
2,2,1159,4800,579,0.24,1.0,0,0,3,1948,75,1948,No,122032,3,64,582500
4,3,2240,14667,560,0.15,2.0,0,0,4,1989,34,1989,No,122015,3,67,565000
3,2,1830,8000,610,0.23,1.0,0,0,4,1957,66,1957,No,122029,3,56,562000
3,2,2000,5000,666,0.4,1.0,0,0,4,1921,102,1921,No,122007,3,56,546000
3,3,2090,7640,696,0.27,1.0,0,0,3,1962,61,2014,Yes,122038,2,59,543000
4,2,1900,8250,475,0.23,1.0,0,0,4,1955,68,1955,No,122027,2,78,542000
3,2,1400,3825,466,0.37,1.5,0,0,4,1904,119,1904,No,122007,1,62,538000
4,3,2450,15002,612,0.16,1.0,0,0,5,1974,49,1974,No,122031,1,55,530000
3,2,1600,6120,533,0.26,1.5,0,0,3,1924,99,1924,No,122006,3,52,525000
3,3,1820,4883,606,0.37,2.0,0,0,3,2005,18,2005,No,122058,3,70,511000
4,3,2270,7375,567,0.31,1.0,0,0,4,1973,50,1973,No,122033,1,74,498000
3,3,1850,9600,616,0.19,1.5,0,0,5,1965,58,1965,No,122033,2,80,489200
4,3,2310,14023,577,0.16,2.0,0,0,3,1991,32,1991,No,122055,2,69,470000
3,1,1660,7500,553,0.22,1.0,0,0,4,1940,83,1940,No,122022,2,70,458000
3,3,2910,17172,970,0.17,2.0,0,0,3,1989,34,1989,No,122040,2,64,450000
3,3,2580,5200,860,0.5,2.0,0,0,3,2008,15,2008,No,122015,3,59,437000
4,3,3040,24123,760,0.13,2.0,0,0,3,1999,24,1999,No,122023,2,74,420000
2,1,840,3522,420,0.24,1.0,0,0,3,1947,76,1947,No,122032,3,69,405100
2,1,980,2130,490,0.46,1.0,0,0,4,1918,105,1918,No,122007,2,51,400000
2,1,830,4000,415,0.21,1.0,0,0,3,1955,68,1955,No,122007,2,68,394475
4,2,1620,4980,405,0.33,1.0,0,0,4,1947,76,1947,No,122038,1,52,385000
3,1,1290,5500,430,0.23,1.0,0,0,3,1951,72,1951,No,122016,2,73,372220
4,2,2010,8625,502,0.23,1.0,0,0,4,1957,66,1957,No,122038,1,61,364000
3,4,2100,12384,700,0.17,2.0,0,0,3,1980,43,1980,No,122070,3,55,356000
5,3,2257,10117,451,0.22,1.0,0,0,3,2005,18,2005,No,122070,3,53,349950
3,3,2120,15003,706,0.14,2.0,0,0,3,1984,39,1984,No,122015,1,74,345000
3,3,1970,3716,656,0.53,2.0,0,0,3,1997,26,1997,No,122053,1,71,340000
3,1,1050,5402,350,0.19,1.5,0,0,4,1906,117,1906,No,122054,1,75,339950
